Cód. de Barras;Produto;Fabricante;Classificação Principal
7898196287908;QUARTETO DE SOMBRAS LUDURANA KIT 01 NUANCES 4 CORE-300734;LUDURANA;PRINCIPAL > PERFUMARIA > PERF-COSMETICOS > PERF-COSMETICO-LIMPEZA
7898196287854;QUARTETO DE SOMBRAS LUDURANA KIT 01 NUANCES 4 CORES;LUDURANA;PRINCIPAL > PERFUMARIA > PERF-COSMETICOS > PERF-COSMETICO-LIMPEZA
7898196304469;QUARTETO DE SOMBRAS LUDURANA KIT 02 NUANCES 4 CORE-300768;LUDURANA;PRINCIPAL > PERFUMARIA > PERF-COSMETICOS > PERF-COSMETICO-LIMPEZA
7898196304476;QUARTETO DE SOMBRAS LUDURANA KIT 02 NUANCES 4 CORE-300769;LUDURANA;PRINCIPAL > PERFUMARIA > PERF-COSMETICOS > PERF-COSMETICO-LIMPEZA
7898196304483;QUARTETO DE SOMBRAS LUDURANA KIT 02 NUANCES 4 CORE-300770;LUDURANA;PRINCIPAL > PERFUMARIA > PERF-COSMETICOS > PERF-COSMETICO-LIMPEZA
7898196304490;QUARTETO DE SOMBRAS LUDURANA KIT 02 NUANCES 4 CORE-300771;LUDURANA;PRINCIPAL > PERFUMARIA > PERF-COSMETICOS > PERF-COSMETICO-LIMPEZA
7898196304780;QUARTETO DE SOMBRAS LUDURANA KIT 02 NUANCES 4 CORES;LUDURANA;PRINCIPAL > PERFUMARIA > PERF-COSMETICOS > PERF-COSMETICO-LIMPEZA
7898196317117;QUARTETO DE SOMBRAS LUDURANA MATTE FUNDO DO MAR;LUDURANA;PRINCIPAL > PERFUMARIA > PERF-COSMETICOS > PERF-COSMETICO-LIMPEZA
7898196318039;QUARTETO DE SOMBRAS LUDURANA MATTE FUNDO DO MAR-300827;LUDURANA;PRINCIPAL > PERFUMARIA > PERF-COSMETICOS > PERF-COSMETICO-LIMPEZA
7898196317100;QUARTETO DE SOMBRAS LUDURANA MATTE ORQUIDEA;LUDURANA;PRINCIPAL > PERFUMARIA > PERF-COSMETICOS > PERF-COSMETICO-LIMPEZA
7898196318022;QUARTETO DE SOMBRAS LUDURANA MATTE ORQUIDEA-300805;LUDURANA;PRINCIPAL > PERFUMARIA > PERF-COSMETICOS > PERF-COSMETICO-LIMPEZA
7898196317124;QUARTETO DE SOMBRAS LUDURANA MATTE POR DO SOL;LUDURANA;PRINCIPAL > PERFUMARIA > PERF-COSMETICOS > PERF-COSMETICO-LIMPEZA
7898196318046;QUARTETO DE SOMBRAS LUDURANA MATTE POR DO SOL-300849;LUDURANA;PRINCIPAL > PERFUMARIA > PERF-COSMETICOS > PERF-COSMETICO-LIMPEZA
7898196317483;QUARTETO DE SOMBRAS LUDURANA MATTE ROCK;LUDURANA;PRINCIPAL > PERFUMARIA > PERF-COSMETICOS > PERF-COSMETICO-LIMPEZA
7898196318404;QUARTETO DE SOMBRAS LUDURANA MATTE ROCK-300871;LUDURANA;PRINCIPAL > PERFUMARIA > PERF-COSMETICOS > PERF-COSMETICO-LIMPEZA
7898196317490;QUARTETO DE SOMBRAS LUDURANA MATTE TANGO;LUDURANA;PRINCIPAL > PERFUMARIA > PERF-COSMETICOS > PERF-COSMETICO-LIMPEZA
7898196318411;QUARTETO DE SOMBRAS LUDURANA MATTE TANGO-300893;LUDURANA;PRINCIPAL > PERFUMARIA > PERF-COSMETICOS > PERF-COSMETICO-LIMPEZA
7898196314888;QUARTETO DE SOMBRAS LUDURANA NUDE MATTE 03;LUDURANA;PRINCIPAL > PERFUMARIA > PERF-COSMETICOS > PERF-COSMETICO-LIMPEZA
7898196312884;QUARTETO DE SOMBRAS LUDURANA NUDE MATTE 03-297997;LUDURANA;PRINCIPAL > PERFUMARIA > PERF-COSMETICOS > PERF-COSMETICO-LIMPEZA
7898196314895;QUARTETO DE SOMBRAS LUDURANA NUDE MATTE 04;LUDURANA;PRINCIPAL > PERFUMARIA > PERF-COSMETICOS > PERF-COSMETICO-LIMPEZA
7898196312891;QUARTETO DE SOMBRAS LUDURANA NUDE MATTE 04-297746;LUDURANA;PRINCIPAL > PERFUMARIA > PERF-COSMETICOS > PERF-COSMETICO-LIMPEZA
7898196317476;QUARTETO ILUMINADOR LUDURANA 12G;LUDURANA;PRINCIPAL > PERFUMARIA > PERF-COSMETICOS > PERF-COSMETICO-LIMPEZA
7898196318398;QUARTETO ILUMINADOR LUDURANA 12G-301029;LUDURANA;PRINCIPAL > PERFUMARIA > PERF-COSMETICOS > PERF-COSMETICO-LIMPEZA
7896647009987;QUEBRA CABECA 24 PCS - TUBARAO UNICA;PAIS E FILHOS;PRINCIPAL > VAREJO > VAREJO-BRINQUEDOS
7898039606484;QUEBRA CABECA HOT WHEELS CARTONADO 24PCS RF F0048-0;FENIX BRINQUEDOS LTDA;PRINCIPAL > VAREJO > VAREJO-BRINQUEDOS
7898589726618;QUEBRA PEDRA 500MG C/60 CAPS;SUPRA ERVAS;PRINCIPAL > SIMILAR > SIMILAR-OTC/MIP > DOR E FEBRE
7898620630621;QUEBRA PEDRA 500MG C/60 CP;NATHUS PRODUTOS NATURAIS;PRINCIPAL > SIMILAR > SIMILAR-OTC/MIP > DOR E FEBRE
7898582291854;QUEIMADOL POMADA 30 G;BELLA PHYTHUS;PRINCIPAL > SIMILAR > SIMILAR-OTC/MIP > LINHA TÓPICA
7898158691576;QUEIMALIVE POM DERM C/ 30 G;CIFARMA LTDA;PRINCIPAL > SIMILAR > SIMILAR-OTC/MIP > LINHA TÓPICA
7898495605908;QUEIMALIVE SUN LOC C/ 50 ML;CIFARMA LTDA;PRINCIPAL > SIMILAR > SIMILAR-OTC/MIP > DOR E FEBRE
7899640808212;QUELATUS BARI C/ 30 CP;MOMENTA FARMACEUTICA;PRINCIPAL > PROPAGADO > PROPAGADO-OTC/MIP > PROPAGADO-OTC/MIP-VITAMINAS
7891317031091;QUELATUS BARI C/ 60 CP MAST;MOMENTA FARMACEUTICA;PRINCIPAL > PROPAGADO > PROPAGADO-OTC/MIP > PROPAGADO-OTC/MIP-VITAMINAS
7891317015497;QUELATUS BARI C/30 CP;MOMENTA FARMACEUTICA;PRINCIPAL > PROPAGADO > PROPAGADO-OTC/MIP > PROPAGADO-OTC/MIP-VITAMINAS
7891317029982;QUELATUS C/ 30 CP;EUROFARMA LAB-OL-REP-SIC;PRINCIPAL > PROPAGADO > PROPAGADO-OTC/MIP > PROPAGADO-OTC/MIP-VITAMINAS
7899640807864;QUELATUS C/ 60 CAPS;MOMENTA FARM-OL-SIC;PRINCIPAL > USO E CONSUMO > .......
329958;QUELATUS C/ 60 CP;MOMENTA FARMACEUTICA;PRINCIPAL > PROPAGADO > PROPAGADO-OTC/MIP > PROPAGADO-OTC/MIP-VITAMINAS
7899640809011;QUELATUS GEST C/60 CPSULAS;MOMENTA FARMACEUTICA;PRINCIPAL > PROPAGADO > PROPAGADO-OTC/MIP > PROPAGADO-OTC/MIP-VITAMINAS
7891317038915;QUELATUS MAG+ C/ 60 CP;MOMENTA FARMACEUTICA;PRINCIPAL > PROPAGADO > PROPAGADO-OTC/MIP > PROPAGADO-OTC/MIP-VITAMINAS
7899640806126;QUELATUS MIND C/ 60 CAP;MOMENTA FARMACEUTICA;PRINCIPAL > PROPAGADO > PROPAGADO-OTC/MIP > PROPAGADO-OTC/MIP-VITAMINAS
7891317031039;QUELATUS MIND C/60 CAP;MOMENTA FARMACEUTICA;PRINCIPAL > PROPAGADO > PROPAGADO-OTC/MIP > PROPAGADO-OTC/MIP-VITAMINAS
7891317040222;QUELATUS MIND FOS C/ 60 CP;MOMENTA FARMACEUTICA;PRINCIPAL > PROPAGADO > PROPAGADO-OTC/MIP > PROPAGADO-OTC/MIP-VITAMINAS
7899640806072;QUELATUS MULHER 30 CAP;MOMENTA FARMACEUTICA;PRINCIPAL > SUPLEMENTOS > SUPLE- DIVERSOS
7891317015596;QUELATUS SENIOR C/ 60 CP;MOMENTA FARMACEUTICA;PRINCIPAL > PROPAGADO > PROPAGADO-OTC/MIP > PROPAGADO-OTC/MIP-VITAMINAS
7891317030001;QUELATUS SENIOR C/30 CP;MOMENTA FARMACEUTICA;PRINCIPAL > PROPAGADO > PROPAGADO-OTC/MIP > PROPAGADO-OTC/MIP-VITAMINAS
7891268106381;QUEMICETINA 500 MG C/ 20 CP REV;PFIZER LAB -SIC;PRINCIPAL > PROPAGADO > PROPAGADO-ANTIMICROBIANOS
;QUENZOR 100 MG C/ 30 CP;LIBBS FARM. LTDA-OL SIC;PRINCIPAL > PROPAGADO > PROPAGADO-USO CONTINUO > PROPAGADO-USO CONTINUO-CARDIOVASCULAR
7896094209299;QUENZOR 100MG C/30 CAPS;LIBBS FARM. LTDA-OL SIC;PRINCIPAL > PROPAGADO > PROPAGADO-USO CONTINUO > PROPAGADO-USO CONTINUO-CARDIOVASCULAR
7896094209251;QUENZOR 25MG C/ 30 CP;LIBBS FARM. LTDA-OL SIC;PRINCIPAL > PROPAGADO > PROPAGADO-USO CONTINUO > PROPAGADO-USO CONTINUO-HIPERTENSÃO
7896094209275;QUENZOR 50MG C/ 30 CP;LIBBS FARM. LTDA-OL SIC;PRINCIPAL > PROPAGADO > PROPAGADO-USO CONTINUO > PROPAGADO-USO CONTINUO-HIPERTENSÃO
7896015524173;QUEOPINE 100 MG C/ 30 CP;GSK-GLAXOSMITHKLINE BRASIL LTDA-SIC-OL;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
7896015524234;QUEOPINE 200 MG C/ 30 CP;GSK-GLAXOSMITHKLINE BRASIL LTDA-SIC-OL;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
7896015524111;QUEOPINE 25 MG C/ 30 CP;GSK-GLAXOSMITHKLINE BRASIL LTDA-SIC-OL;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
7899640808533;QUEPSIA LP 200MG 30CPR C1 MOME;MOMENTA FARM-OL-SIC;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
7899640808571;QUEPSIA LP 300MG 30CPR       C1 MOME;MOMENTA FARM-OL-SIC;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
7899640801381;QUEPSIA LP 50MG 30CPR (C1);MOMENTA FARM-OL-SIC;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
7896676429114;QUERA 1MG C/30 COMP REV;CRISTALIA PRODUTOS QUIMICOS FARMACEUTICO;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
7896676431636;QUERA LP 0,375MG C/30 CP;CRISTALIA PRODUTOS QUIMICOS FARMACEUTICO;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
7896676431643;QUERA LP 0,750MG C/30 CP;CRISTALIA PRODUTOS QUIMICOS FARMACEUTICO;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
7898558646169;QUERATINA EICO 120ML SALVA CABELO;EICO COSMETICOS;PRINCIPAL > PERFUMARIA > PERF-CAPILAR > PERF-CAPILAR-COLORAÇÃO
7898952577472;QUERATINA FOREVER LISS 300ML BANHO DE VERNIZ;FOREVER LISS;PRINCIPAL > PERFUMARIA > PERF-CAPILAR > PERF-CAPILAR-COLORAÇÃO
7898944075924;QUERATINA HASKELL SPRAY 100ML RECONSTRUCAO E FORCA;HASKELL;PRINCIPAL > PERFUMARIA > PERF-CAPILAR > PERF-CAPILAR-COLORAÇÃO
7898658622544;QUERATINA KERAMAX GEL 120ML RECONSTRUCAO CAPILAR;SKAFE;PRINCIPAL > PERFUMARIA > PERF-CAPILAR > PERF-CAPILAR-COLORAÇÃO
7898658622421;QUERATINA KERAMAX LIQUIDADA 120ML RECONSTRUCAO CAPILAR;SKAFE;PRINCIPAL > PERFUMARIA > PERF-CAPILAR > PERF-CAPILAR-COLORAÇÃO
7896000706836;QUERATINA LIQ NIELY GOLD 120ML REP INTENS;LOREAL - PARIS;PRINCIPAL > PERFUMARIA > PERF-CAPILAR > PERF-CAPILAR-TRATAMENTO
7898583343156;QUERATINA LIQ NIRAJ 120ML;LOREAL - PARIS;PRINCIPAL > PERFUMARIA > PERF-CAPILAR > PERF-CAPILAR-TRATAMENTO
7891033928927;QUERATINA LIQ SIAGE 60ML RECONSTROI OS FIOS;BOTICÁRIO - EUDORA;PRINCIPAL > PERFUMARIA > PERF-CAPILAR > PERF-CAPILAR-TRATAMENTO
7898635415305;QUERATINA LIQ SR LISS 120ML HELP;SR LISS - GABRIEL SOUZA DE MEDEIROS-ME;PRINCIPAL > PERFUMARIA > PERF-CAPILAR > PERF-CAPILAR-COLORAÇÃO
7896013544753;QUERATINA LIQUIDA NOVEX 250 ML;EMBELLEZE;PRINCIPAL > PERFUMARIA > PERF-CAPILAR > PERF-CAPILAR-TRATAMENTO
7896852618431;QUERATINA LIQUIDA R. C. REPAIR EXPERTISE 150 ML;AMEND COSMETICOS;PRINCIPAL > PERFUMARIA > PERF-CAPILAR > PERF-CAPILAR-COLORAÇÃO
7896229942596;QUERATINA NATUHAIR LIQUIDA 120ML RECONSTRUCAO MAXIMA;NATUHAIR;PRINCIPAL > PERFUMARIA > PERF-CUIDADO E PROTEÇÃO > PERF-CUIDADO-CUIDADO MASCULINO
7899706181600;QUERATINA SPRAY NIELY GOLD 120ML CACHOS DJ DAY AFT;LOREAL - PARIS;PRINCIPAL > PERFUMARIA > PERF-CAPILAR > PERF-CAPILAR-COLORAÇÃO
7896004731070;QUEROK 25 MG C/ 14 CP REV;LEGRAND PHARMA-SIC;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
7896004745954;QUEROK 25 MG C/ 30 CP REV;LEGRAND PHARMA-SIC;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
7894916507509;QUEROPAX 100 MG C/ 30 CP REV;EMS S/A-SIC;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
7894916507516;QUEROPAX 200 MG C/ 30 CP REV;EMS S/A-SIC;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
7894916507493;QUEROPAX 25 MG C/ 14 CP REV;EMS S/A-SIC;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
7894916509503;QUEROPAX 25 MG C/ 30 CP REV;EMS S/A-SIC;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
7896016801273;QUESTRAN LIGHT PO C/ 10 ENV 4 G;BRISTOL MYERS SQUIBB FARMACEUTICA SA;PRINCIPAL > PROPAGADO > PROPAGADO-USO CONTINUO > PROPAGADO-USO CONTINUO-CARDIOVASCULAR
7891317191696;QUET 100 MG C/ 30 CP REV;EUROFARMA LAB-OL-REP-SIC;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
7891317191702;QUET 200MG C/ 30 CP;EUROFARMA LAB-OL-REP-SIC;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
7891317191689;QUET 25 MG C/ 30 CP REV;EUROFARMA LAB-OL-REP-SIC;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
7891317002787;QUET XR 200 MG C/30 CP;EUROFARMA LAB-OL-REP-SIC;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
7891317002794;QUET XR 300 MG C/ 30 CP REV;EUROFARMA LAB-OL-REP-SIC;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
7891317029197;QUET XR 300MG C/30 COMP REV;EUROFARMA LAB-OL-REP-SIC;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
7891317134334;QUET XR 50MG CX 30 COMP REV LIB PROL;EUROFARMA LAB-OL-REP-SIC;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
7896676416817;QUETIPIN 100 MG C/ 28 CP REV;CRISTALIA PRODUTOS QUIMICOS FARMACEUTICO;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
7896676424614;QUETIPIN 100MG CX 30 COMP REV;CRISTALIA PRODUTOS QUIMICOS FARMACEUTICO;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
7896676416848;QUETIPIN 200 MG C/ 28 CP REV;CRISTALIA PRODUTOS QUIMICOS FARMACEUTICO;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
7896676416770;QUETIPIN 25 MG C/ 14 CP REV;CRISTALIA PRODUTOS QUIMICOS FARMACEUTICO;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
7896676424607;QUETIPIN 25 MG C/ 30 COMP;EUROFARMA LABORATORIOS OTC;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
7896676433753;QUETIPIN 50MG C/ 30 COMP REV;CRISTALIA PRODUTOS QUIMICOS FARMACEUTICO;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
7896658015182;QUETROS 100 MG C/ 15 CP REV;ACHE RX;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
7896658015212;QUETROS 100 MG C/ 30 CP REV;ACHE RX;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
7896658015205;QUETROS 200 MG C/ 30 CP REV;ACHE RX;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
7896658015151;QUETROS 25 MG C/ 15 CP REV - PBM;ACHE RX;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
7896658015168;QUETROS 25 MG C/ 30 CP REV;ACHE RX;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
7896658038549;QUETROS 25 MG C/ 60 CP REV;ACHE RX;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
7896179850033;QUINICARDINE 200 MG C/ 20 CP;FARMASA;PRINCIPAL > PROPAGADO > PROPAGADO-RX > PROPAGADO-RX-COLÍRIOS
7896241240960;QUINOFLOX 250 MG C/ 14 CP REV;BIOLAB SANUS-SIC-OL;PRINCIPAL > PROPAGADO > PROPAGADO-ANTIMICROBIANOS
7896241241400;QUINOFLOX 500 MG C/ 10 CP REV;BIOLAB SANUS-SIC-OL;PRINCIPAL > PROPAGADO > PROPAGADO-ANTIMICROBIANOS
7896241243558;QUINOFLOX 500 MG C/ 14 CP REV;BIOLAB SANUS-SIC-OL;PRINCIPAL > PROPAGADO > PROPAGADO-ANTIMICROBIANOS
7896241241356;QUINOFLOX 500 MG C/ 6 CP REV;BIOLAB SANUS-SIC-OL;PRINCIPAL > PROPAGADO > PROPAGADO-ANTIMICROBIANOS
7896004707686;QUINOFORM 400 MG C/ 14 CP;EMS S/A-SIC;PRINCIPAL > SIMILAR > SIMILAR-ANTIMICROBIANOS
7898503183619;QUINTETO DE SOMBRA VULT 01 DIVA 1UNID;BOTICÁRIO - VULT;PRINCIPAL > PERFUMARIA > PERF-COSMETICOS > PERF-COSMETICO-LIMPEZA
7898503183626;QUINTETO DE SOMBRA VULT 02 CLASSIC;BOTICÁRIO - VULT;PRINCIPAL > PERFUMARIA > PERF-COSMETICOS > PERF-COSMETICO-LIMPEZA
7898503183633;QUINTETO DE SOMBRA VULT 03 DRAMA;BOTICÁRIO - VULT;PRINCIPAL > PERFUMARIA > PERF-COSMETICOS > PERF-COSMETICO-LIMPEZA
7898503183657;QUINTETO DE SOMBRA VULT 05 URBAN;BOTICÁRIO - VULT;PRINCIPAL > PERFUMARIA > PERF-COSMETICOS > PERF-COSMETICO-LIMPEZA
7899852000411;QUINTETO DE SOMBRA VULT 09 LOVELY NUDE;BOTICÁRIO - VULT;PRINCIPAL > PERFUMARIA > PERF-COSMETICOS > PERF-COSMETICO-LIMPEZA
7899852000428;QUINTETO DE SOMBRA VULT 10 MISTERY;BOTICÁRIO - VULT;PRINCIPAL > PERFUMARIA > PERF-COSMETICOS > PERF-COSMETICO-LIMPEZA
7899852002217;QUINTETO DE SOMBRA VULT 11 NUDE MATTE;BOTICÁRIO - VULT;PRINCIPAL > PERFUMARIA > PERF-COSMETICOS > PERF-COSMETICO-LIMPEZA
7899360231802;QUINTETO DE SOMBRAS FENZZA 9G SPARKLING;CLIMACO;PRINCIPAL > PERFUMARIA > PERF-COSMETICOS > PERF-COSMETICO-LIMPEZA
57899360231807;QUINTETO DE SOMBRAS FENZZA 9G SPARKLING-299433;CLIMACO;PRINCIPAL > PERFUMARIA > PERF-COSMETICOS > PERF-COSMETICO-LIMPEZA
7896685302095;QUITLIS SOL ORAL 150ML;HEBRON-OL;PRINCIPAL > PROPAGADO > PROPAGADO-OTC/MIP > PROPAGADO-OTC/MIP-VITAMINAS
7898214671566;QUITOSANA 500MG 60CAP;SAO LUCAS LTDA;PRINCIPAL > SUPLEMENTOS > SUPLE- DIVERSOS
7896083400812;QUITOSANA C/ 45 CAP;HERBARIUM-OL;PRINCIPAL > PROPAGADO > PROPAGADO-OTC/MIP > PROPAGADO-OTC/MIP-DOR E FEBRE
7896202500140;QUITOSANA C/ 50 Comprimidos;VITAMED;PRINCIPAL > PROPAGADO > PROPAGADO-OTC/MIP > PROPAGADO-OTC/MIP-DOR E FEBRE
7898126401169;QURATINA LIQ BIO EXTRATUS 100ML CABELO DANIFICADO;BIO EXTRATUS COSMETIC NATURAL LTDA;PRINCIPAL > PERFUMARIA > PERF-CAPILAR > PERF-CAPILAR-TRATAMENTO
7897595620415;RABEPRAZOL SODICO 10 MG C/ 14 CP REV;SANDOZ  BR IND.-SIC;PRINCIPAL > GENERICO > GENERICO-USO CONTINUO
7897595620446;RABEPRAZOL SODICO 20 MG C/ 14 CP REV;SANDOZ  BR IND.-SIC;PRINCIPAL > GENERICO > GENERICO-USO CONTINUO
7897595620453;RABEPRAZOL SODICO 20 MG C/ 28 CP REV;SANDOZ  BR IND.-SIC;PRINCIPAL > GENERICO > GENERICO-USO CONTINUO
7898217061210;RACAO VALOR BIFINHO DE OURO ADULTO 1X20KG;USO INTERNO;PRINCIPAL > CONVENIENCIA > CONV-ALIMENTOS > CONV-ALIMENTOS-MERCEARIA
7896108002076;RADIANCE BIOTINA PREMIUM 45MCG 30CAPS;BIONATUS;PRINCIPAL > SIMILAR > SIMILAR-OTC/MIP > VITAMINAS
7897460400531;RADIFREE 150 MG C/ 20 CAP GEL DURA;ZYDUS BRASIL;PRINCIPAL > PROPAGADO > PROPAGADO-USO CONTINUO > PROPAGADO-USO CONTINUO-CARDIOVASCULAR
7897460400548;RADIFREE 150 MG C/ 30 CAP GEL DURA;ZYDUS BRASIL;PRINCIPAL > PROPAGADO > PROPAGADO-USO CONTINUO > PROPAGADO-USO CONTINUO-CARDIOVASCULAR
7898600933193;RADIO THOR BLUE BERRIES 300g ;LEADER NUTRITION;PRINCIPAL > SUPLEMENTO ESPORTIVOS > SUPLE- ESPORTIVOS - COQUETELEIRAS
7896422521208;RAFEX 120 MG C/ 10 CP REV;MEDLEY IND. FARM-SIC;PRINCIPAL > PROPAGADO > PROPAGADO-RX > PROPAGADO-RX-COLÍRIOS
7896422521239;RAFEX 180 MG C/ 10 CP REV;MEDLEY IND. FARM-SIC;PRINCIPAL > PROPAGADO > PROPAGADO-RX > PROPAGADO-RX-COLÍRIOS
7894650079355;RAID ELET PAST EUCALIP RF 12H C/6 UNID;JOHNSON & JOHNSON;PRINCIPAL > PERFUMARIA > PERF-CUIDADO E PROTEÇÃO > PERF-CUIDADO-CUIDADO MASCULINO
7898101648381;RALIXA CABO REDONDO;HYPERA PHARMA-OL CH;PRINCIPAL > PERFUMARIA > PERF-CUIDADO E PROTEÇÃO > PERF-CUIDADO-CUIDADO MASCULINO
7899547538670;RALZIN 100MG 30 CPS (PRA);PRATI DONADUZZI-REP;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
7899547538557;RALZIN 50MG 30 CPS (PRA);PRATI DONADUZZI-REP;PRINCIPAL > PROPAGADO > PROPAGADO-CONTROLADO
8902220107618;RAMIPRI+ANLODIPINO 2,5 MG+5 MG C/ 30 CAP GEL;TORRENT DO BRASIL LTDA;PRINCIPAL > GENERICO > GENERICO-USO CONTINUO
7896181909354;RAMIPRIL 2,5 MG C/ 20 CP;ACHE LAB. FARM. S.A-OL;PRINCIPAL > GENERICO > GENERICO-USO CONTINUO
7896181909507;RAMIPRIL 2,5 MG C/ 30 CP(BIO);ACHE LAB. FARM. S.A-OL;PRINCIPAL > GENERICO > GENERICO-USO CONTINUO
7891058002404;RAMIPRIL 2,5 MG C/ 30 CP(MED);MEDLEY IND. FARM-SIC;PRINCIPAL > GENERICO > GENERICO-USO CONTINUO
7896422518666;RAMIPRIL 2,5 MG C/ 30 CP(MED)-6302;MEDLEY IND. FARM-SIC;PRINCIPAL > GENERICO > GENERICO-USO CONTINUO
7897076910400;RAMIPRIL 2,5 MG C/ 30 CP(RAN);RANBAXY;PRINCIPAL > GENERICO > GENERICO-USO CONTINUO
7891058002411;RAMIPRIL 2,5 MG C/ 60 CP(MED);MEDLEY IND. FARM-SIC;PRINCIPAL > GENERICO > GENERICO-USO CONTINUO
7896422518956;RAMIPRIL 2,5 MG C/ 60 CP(MED)-7619;MEDLEY IND. FARM-SIC;PRINCIPAL > GENERICO > GENERICO-USO CONTINUO
7896181909576;RAMIPRIL 5 MG C/ 20 CP;ACHE LAB. FARM. S.A-OL;PRINCIPAL > GENERICO > GENERICO-USO CONTINUO
7896181909682;RAMIPRIL 5 MG C/ 30 CP(BIO);ACHE LAB. FARM. S.A-OL;PRINCIPAL > GENERICO > GENERICO-USO CONTINUO
7896422518673;RAMIPRIL 5 MG C/ 30 CP(MED);MEDLEY IND. FARM-SIC;PRINCIPAL > GENERICO > GENERICO-USO CONTINUO
7898095346775;RAMIPRIL 5 MG C/ 30 CP(NEO);NEO QUIMICA BRAINF-SIC;PRINCIPAL > GENERICO > GENERICO-USO CONTINUO
7897076910424;RAMIPRIL 5 MG C/ 30 CP(RAN);RANBAXY;PRINCIPAL > GENERICO > GENERICO-USO CONTINUO
7896422518987;RAMIPRIL 5 MG C/ 60 CP;MEDLEY IND. FARM-SIC;PRINCIPAL > GENERICO > GENERICO-USO CONTINUO
8902220107625;RAMIPRIL+ANLODIPINO 5 MG+5 MG C/ 30 CAP GEL;TORRENT DO BRASIL LTDA;PRINCIPAL > GENERICO > GENERICO-USO CONTINUO
7896004720555;RAMIPRIL+HIDROCLOROTIAZIDA 5 MG + 25 MG C/ 30 CP(EMS);EMS S/A-SIC;PRINCIPAL > GENERICO > GENERICO-USO CONTINUO
7894916142700;RAMIPRIL+HIDROCLOROTIAZIDA 5 MG + 25 MG C/ 30 CP(LEG);LEGRAND PHARMA-SIC;PRINCIPAL > GENERICO > GENERICO-USO CONTINUO
7896006292456;RANIDIN 150 MG C/ 20 CP REV;UNIAO QUIMICA GENOM-REP-OL;PRINCIPAL > SIMILAR > SIMILAR-RX > DOR E FEBRE
7898133130052;RANIMAX 150 MG C/ 10 CP REV;NATULAB LAB  LTDA-SIC;PRINCIPAL > SIMILAR > VAZIO 1
7896862910587;RANITIDIL 150 MG C/ 10 CP REV;MEDQUIMICA;PRINCIPAL > SIMILAR > VAZIO 1
7896862910624;RANITIDIL 150 MG C/ 20 CP REV;MEDQUIMICA;PRINCIPAL > SIMILAR > VAZIO 1
7896004707778;RANITIL 150 MG C/ 20 CP REV;EMS S/A-SIC;PRINCIPAL > SIMILAR > VAZIO 1
7898060131733;RANYTISAN 300 MG C/ 8 CP REV;GLOBO HUDSON REPRESENTAÇÃO EIRELLI;PRINCIPAL > SIMILAR > VAZIO 1
;RAPIDEX CREME UREIA P MAOS E PES 150GR;0;PRINCIPAL > PERFUMARIA > PERF-CUIDADO E PROTEÇÃO > PERF-CUIDADO-CUIDADO MASCULINO
;RAPIDEX REMOVEDOR DE CUTICULA150 ML;0;PRINCIPAL > PERFUMARIA > PERF-CUIDADO E PROTEÇÃO > PERF-CUIDADO-CUIDADO MASCULINO
